Item Code,Old Code,Description,UOM,Item Type,Forecasted,Manufacturer,Buisness Unit
5-11791-0,"MN-6660B-CTO-S01-IBP,IBP(ACCESS)","BENEVISION N1:5.5""HIGH-RESOLUTION CAPACITIVE TOUCH SCREENEMBEDDED 2 LI-ION BATTERIES(8 HRS)MR 3/5/6-LEAD ECG+ARR+ST,MINDRAY SPO2,NIBP,2-CH TEMP,BUILT-IN 2-CH IBP MODULE,ANALOG+DEFIB.SYNC.12V DCADAPTER WITH POWER CORD",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11801-0,MN-115-098260-00,LMD-XH320T-32 INCH  4K 3D MONITOR (SONY),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11802-0,MN-115-098261-00,LMD-XH550T 55 INCH SONY 4K 3D MONITOR (SONY),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-14152-0,MED-DYNJP2001,SURGICAL GOWN ECLIPE LARGE SIZE.,Ea,TRD,Yes,Medline Industries INC FZCO,Medical Disposables/Classic
1-14456-0,MDN-PK 7 3L 20 21 35 RT,"SPHINCTEROTOME 7F 3L 20MM 215CM 0,035"" TAPERED",Ea,TRD,Yes,Technocast Otomotiv Tic.ve San A.S.-Mednetic (Medical Branch),
91696,MN-001B-30-70696,"SINGLE-PATIENT USE CUFF, NEO, 8-15CM",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10471-0,11-10471-0,BEDSIDE CABINET,Ea,TRD,No,,Medical Equipment
1-14495-0,MDN-PK 7 3L 25 21 35S RD,SPHINCTEROTOME  7F 3L 25MM 215CM 35GS RD,Ea,TRD,Yes,Technocast Otomotiv Tic.ve San A.S.-Mednetic (Medical Branch),
1-14496-0,MDN-PK 7 3L 25 21 35S RT,SPHINCTEROTOME  7F 3L 25MM 215CM 35GS RT,Ea,TRD,Yes,Technocast Otomotiv Tic.ve San A.S.-Mednetic (Medical Branch),
1-14504-0,MDN-IPK 7/5 3L 25 21 35 RT,"INSULATED SPHINCTEROTOME 7/5F 3L 25MM 215CM 0,035"" ROPE TAPERED",Ea,TRD,Yes,Technocast Otomotiv Tic.ve San A.S.-Mednetic (Medical Branch),
1-14515-0,MDN-IPK 7/5 3L 20 21 35 WT,"INSULATED SPHINCTEROTOME 7/5F 3L 20MM 215CM 0,035"" SINGLE WIRE TAPERED",Ea,TRD,Yes,Technocast Otomotiv Tic.ve San A.S.-Mednetic (Medical Branch),
1-14520-0,MDN-IPK 7 3L 30 21 35 RD,"INSULATED SPHINCTEROTOME 7F 3L 30MM 215CM 0,035"" ROPE DOME",Ea,TRD,Yes,Technocast Otomotiv Tic.ve San A.S.-Mednetic (Medical Branch),
5-11729-0,BOW-900-001,ARC PLUS UNIT FOR ARC 350 / 400,Ea,TRD,No,Bowa Electronic GMBH & CO KG,Medical Equipment
1-14163-0,SCW-U-01,BLOOD PRESSURE TRANSDUCER SINGLE CHANNEL UTAH,Ea,TRD,No,SCW Medicath Ltd,Medical Disposables/Classic
1-14773-0,FC-038-02-273,MAPLESON F AYRES T-PIECE 1.6M 10MM CORRUGATED INSPIRATORY TUBE KIT 5,Ea,TRD,Yes,Flexicare Medical Limited,Medical Disposables/Classic
1-14774-0,FC-010-700,MONITORING LINE 2M WITH MALE / MALE LUER CONNECTORS,Ea,TRD,Yes,Flexicare Medical Limited,Medical Disposables/Classic
5-11927-0,MDK-EX6000 Plus (0360),"EX6000 Plus (0360) fully motorized bed, pp top, ACP, central locking, bed extn",Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
5-11928-0,MDK-EX6000 Plus (0380),"EX6000 Plus (0380) fully motorized bed, pp top, ACP, central locking, bed extn",Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
5-11937-0,MDK-PX4005 XR,"PX4005 XR fully motorized bed Stanchion, twin columns, pp top, central locking, bed extn, x-ray backrest",Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
5-11904-0,MN-TV50T,TV50 VENTILATOR WITH TROLLEY,Ea,TRD,Yes,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10752-0,MDK-0158A,0158A MOULDED CHART HOLDER,Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
11-10753-0,MDK-0164,"0164 IV POLE, TELESCOPIC, 2 HOOKS",Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
11-10754-0,MDK-0164C,"0164C IV POLE, TELESCOPIC, 4 HOOKS",Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
11-10771-0,MDK-0202,0202 UNDER BED LIGHT (FACTORY FITTED ONLY),Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
5-11858-0,MN-0455B-CTO-S01C7C5,"HYLEDC7C5 SURGICAL LIGHT,160,000 LUX,WITH COLOUR TEMPERATURE ADJUSTMENT",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10672-0,MN-6200-30-29688,"NIBP TUBING,",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10784-0,MDK-1602A,"1602A REVOLVING STOOL, SS, THREE LEGGED, CUSHIONED TOP",Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
11-10787-0,MDK-1606,"1606 REVOLVING STOOL, SS, FOUR LEGGED",Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
2-14198-0,PH-413774,"DRESSING, SUPER ABSORBENT, POLYURETHANE, FLUID RETENTION, NON-ADHESIVE, INDIVIDUALLY PACKED, SIZE 20 X 20 CM , DISPOSABLE, STERILE",Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
2-14150-0,JM-TH210-36,"CATHETER, THORACIC DRAINAGE, WITHOUT TROCAR AND SENTINEL, S",Ea,MFG,No,,Medical Disposables/Classic
2-14181-0,JM-G2050RM1-NS,GOWN S REINFORCED L JMG2050RM1NS JAMJOOM,Ea,MFG,No,,Medical Disposables/Classic
11-10563-0,MN-040-002905-00,O2 THERAPY NASAL CANNULA FOR PEDIATRIC,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10643-0,MN-115-079729-00,V03XX UPPER BACK PLATE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10646-0,MN-115-079670-00,"115-079670-00   A67XX EXTENSION PLATE EXTENSION PLATE, WITH GYNAECOLOGICAL CUTOUT, WITH SPECIAL FOAM CORE PAD, LENGTH OF 305MM.",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10647-0,MN-115-102766-00,115-102766-00   AB3XX UNIV. ADAPTOR FOR HEAD POSITION AB3XX UNIV. ADAPTOR FOR HEAD POSITION,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-14690-0,MN-POM-14,ULTRASONIC SURGICAL INSTRUMENTS,Ea,TRD,Yes,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Disposables/Classic
1-14691-0,MN-BDA33,BLUNT GRASPER Φ5×330,Ea,TRD,Yes,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Disposables/Classic
1-14695-0,FC-038-01-110T,BREATHING CIRCUIT BASIC CORRUGATED PARALLEL 1.6M + HMEF + L/ELBW + 1.6 LIMB - 2M ML + 2L RES,Ea,TRD,Yes,Flexicare Medical Limited,Medical Disposables/Classic
2-14087-0,JM-CF3622-5,"CATHETER, FOLEY, 2-WAYS, PURE SILICONE, OPEN TIP OVER GUIDE",Ea,MFG,Yes,,Medical Disposables/Classic
2-14090-0,JM-T3345,"URINARY CATHETERIZATION TRAY(FOLEY CATHETER TRAY) 2-WAYS SILICON, CH 16, 30-50CM LONG,URINE BAG 2000ML",Ea,MFG,Yes,,Medical Disposables/Classic
2-14098-0,JM-G21012-1,"GOWN, CHEMOTHERAPY, SERVE AS BARRIER AGAINST WATER AND CHEM",Ea,MFG,Yes,,Medical Disposables/Classic
2-14121-0,JM-P23211,"CUSTOMIZED EFFICIENCY LAP. HYSTERECTOMY KIT, 2 INSTRUMENT B",Ea,MFG,No,,Medical Disposables/Classic
5-11863-0,MN-115-098222-00,TV-500T(220V) MOBILE TROLLEY,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10599-0,SN-3602-00176,LEAKAGE DETECTOR,Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
11-10605-0,SN-3602-00686,AUXILIARY WATER PIPE(SHORT),Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
11-10608-0,SN-3602-00521,INJECTION TUBE,Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-11852-0,MN-064B-CTO-S01,HYLED 200 EXAMINATION WITHOUT BATTERY,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11855-0,MN-0357B-CTO-S01-SINGLE ANAETHESIA,"PENDANT  HYPORT P30 ,SINGLE ARM- ANATHETHISA",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-14635-0,CO-67V1717,"VALGUARD® TRANSPARENT, ENVIRONMENTAL BARRIER DESIGNED TO PROTECT LINE CONNECTIONS FROM EXTERNAL CONTAMINANTS . WITH QUICK RELEASE PULL STRIP FOR IMMEDIATE ACCESS AND REMOVAL 17.5CM X 17.5CM",Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-14643-0,MED-DYND70366,"SKIN SCRUB TRAY: DRY , TWO 32 OZ. BOWLS",Ea,TRD,No,Medline Industries INC FZCO,Medical Disposables/Classic
1-14659-0,FC-038-94-315,LARYSEAL CLEAR LARYNGEAL MASK AIRWAY SIZE 1.5,Ea,TRD,No,Flexicare Medical Limited,Medical Disposables/Classic
1-14705-0,FC-038-94-850,LARYSEAL PRO LARYNGEAL MASK AIRWAY SIZE 5,Ea,TRD,Yes,Flexicare Medical Limited,Medical Disposables/Classic
5-11879-0,MN-0455B-CTO-SO1-MOBILE,C5 LED SURGICAL LIGHT MOBILE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10697-0,MN-115-037891-00,TUBING+ADU CUFF (CM1203 25-35 CM),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10684-0,MN-0651-30-77016,MINDRAY CABLE+518B NEO FOOT,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10584-0,PUK-H-12 (DA2A4),10 MATTRESS FOR DA2A4 FPR PEDIATRIC ELECTRIC BED,Ea,TRD,No,Hebei Pukang Medical Instruments Co Ltd,Medical Equipment
1-14758-0,JM-DP3292,"DRAPE, SURGICAL, EYE, WITH POUCH",Ea,MFG,Yes,,Medical Disposables/Classic
1-14748-0,MED-1524784,CESAREAN SECTION,Ea,TRD,No,Medline Industries INC FZCO,Medical Disposables/Classic
1-14753-0,MED-1530397,MAJOR GENERAL COLORECTAL,Ea,TRD,No,Medline Industries INC FZCO,Medical Disposables/Classic
5-11942-0,MDK-1512,"LABOR & DELIVERY POSTPARTUM BEDS ,MATERNAL AND GYANEC SOLUTIONS, 1512 LDRP BED WITH IV POLE, MATTRESS & BATTERY BACK UP",Ea,TRD,Yes,Midmark (India) Private Limited,Medical Equipment
91863,SN-3030-00032,FIBER CONNECTOR,Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
91821,BT-MARK,BT-300 MARK JACK ASS'Y,Ea,TRD,No,Bistos Co Ltd.,Medical Equipment
91056,91056,WIRE FFC 30 P 1.0 MM #009-008915-00,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91387,MN-043-004189-01,SP5 BOTTOM COVER,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91262,MN-115-017716-00,VS-900 TEMP MODULE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91479,MN-0010-10-42559,MINIMEDICO2-9 RS08630 'ORIDION',Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91245,MN-115-017705-00,VS-900 PARAMETER PANEL ASSEMBLY(MINDRAY),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91346,MN-115-041351-01,VP5 FULL-PRESS DOOR REAR COVER ASSEMBLY FRU (DEDICATE),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91847,MN-115-028393-00,EV20 CALIBRATION SET (MAINTANCE KIT),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91681,MN-23-001024-00,COMPACT FLASH CARD,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91059,91059,SP5 FLANGECHECK BOARD PCBA  051-001589-01,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91297,MN-115-032566-00,INFRARED EAR THERMOMETER UPGRADE KIT,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91791,MN-115-032940-00,,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91558,MN-021-000210-00,IMEC 10 INNO LUUX LED KIT (12 INH),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91522,MN-801-6301-00021-00,IBP UPGRADE PACKAGE(MINDRAY BOARD),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91910,MN-115-105853-00,HD3  NUT LOCKING（FRU）,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91584,MN-021-000271-00,"TOUCH-PANEL  RESITIVE-TYPE 8.4"" 4-LINE",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91705,MN-115-064166-00,CAMARE SOCKET MATERIAL PACKAGE(FRU),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91395,MN-043-004216-00,SP5 DOOR-AXIE COVER (LEFT),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91179,MN-115-018250-00,FRONT COVER FRU,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91136,MN-PM-023,082-002338-00 PUMP CJP37-C06B33,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13149-0,DS-Cable,MAGNETIC CABLE,Ea,TRD,No,"INSUNG INFORMATION CO., LTD.",Retail
91803,BT-AY-SPEAKER-350,SPEAKER ASS'Y,Ea,TRD,No,Bistos Co Ltd.,Medical Equipment
91643,MN-115-042810-00,ELECTROMAGNETIC VALVE ASSEMBLY(FRU),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
2-14194-0,UN-BYGY-01-01,HIGH FLOW NASAL CANNULA SMALL SIZE FOR ADULT (COMPATIBLE WITH HEATED VENTILATOR CIRCUIT),Ea,TRD,No,SHAOXING UNDIS MEDICAL TECHNOLOGY,Medical Disposables/Classic
91030,115-041518-00,VP1/VP3 CHECK HYDRAULIC CLAMP (FRU),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91289,MN-115-059372-00,FRONT HOUSING ASSEMBLY FRU(TOUCH)-ESM,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91829,MN-115-033229-00,MAIN CONTROL PCBA(FRU),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91457,MN-030-000099-00,"STAINLESS STEEL CROSS RECESSED PAN HEAD SCREW GB/T9074.4 M3×8, PASSIVATED",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91165,SN-1063-02078,EG BENDING RUBBER,Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
91285,MN-115-048914-00,5G WIFI FUNCTION KIT(VS900),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91890,801-9281-00003-00,PUMP ASSEMBLY T1,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91421,MN-115-060352-00,NEW SP5 SYRINGE HOLDER FRU,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13531-0,NMO-51A-40,SS NON-WOVEN  40 GSM (WIDTH 160 CM X 2500 M LENGTH)- MEDICAL BLUE (NMO),Kg,TRD,No,NMO ALMOTAKDIMA CO FOR INDUSTRY,
91192,MN-115-017687-00,VS-600 TEMP MODULE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91307,MN-100-000201-00,GENIUS 2 REPLACEMENT BASE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91054,115-047142-00,SP5 FRONT COVER FRU,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91512,MN-801-6301-00026-00,1G SD UPGRADE PACKAGE（WITHOUT MAINBOARD）,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91628,MN-115-042638-00,COLUMN COVER 2-2(FRU),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91620,MN-115-037895-00,LI-ION BATTERY(2500MAH) UMEC12,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
11-10658-0,MN-EP300-TS046A,"MONOPOLAR CABLE 4MM MALE ,4MM FEMALE PLUG",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91802,MN-022-000248-00,MN-022-000248-00-SV600 BATTERY,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91877,MN-801-6800-00017-00,FRONT HOUSING ASSEMBLY(17 LCD TOUCH ),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91161,MN-115-039007-00,UMEC12 FRONT SHELL KIT（TOUCH/NO KEY),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91631,MN-115-042641-00,COLUMN COVER 4-1(FRU),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91743,BT-AY-350-MAIN-R07,MAIN BOARD INCLUDING CPU BOARD,Ea,TRD,No,Bistos Co Ltd.,Medical Equipment
5-11665-0,5-11665-0,DATA LOGGER,Ea,TRD,Yes,,Medical Disposables/Classic
91329,MN-115-041349-00,VP5 FULL-PRESS KEYBOARD FRU,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91720,MN-115-070430-00,MEMBRANE MODULE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91016,115-034013-00,SP1 SYRINGE CLAMPER ASSEMBLY (FRU),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91702,MN-6802-30-66773,"12.1"" LCD TFT ASSEMBLY",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91852,MN-801-6301-00002-00,POWER MANAGE INTERFACE BOARD(STANDARD)(FRU),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91539,MN-001C-30-70759,12 PAIN IBP CABLE (FOR ICU MEDICAL) 4M,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91814,BT-350-MP-BRT-02R01,SENSOR BRACKET,Ea,TRD,No,Bistos Co Ltd.,Medical Equipment
91034,009-004534-00,ELECTRIC CABLE WITH ALPS SWITCH PITCH:2.54MM,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91547,MN-022-000289-00,DELTA POWER SUPPLY BOARD 18V 100W D3,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91130,MN-PM-017,009-007382-00 TREATMENT OF PLATE LOAD TEST CABLE (HVR）,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91233,MN-051-001362-00,VS900 ALARM BOARD PCBA,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
91334,MN-115-029509-00,BATTERY CONNECTION BOARD PCBA FRU,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-12173-0,JM-NUNU-S3,SHAMPOO BABY,Ea,MFG,No,,Medical Disposables/Classic
1-10089-0,JM-C2101-2A,"CAP SURGEON MALE, BLUE 50GSM",Ea,MFG,Yes,,Medical Disposables/Classic
1-10091-0,JM-C2103B,"SHOE COVER - BLUE, NON WOVEN, 100/PK, 6PK/CS",Ea,MFG,No,,Medical Disposables/Classic
1-10135-0,JM-G2040B,"GOWN SURGICAL DISPOSABLE BLUE, SMALL",Ea,MFG,Yes,,Medical Disposables/Classic
1-10140-0,JM-G2050-RM1,"GOWN SURGICAL LARGE, DISP. REINFORCED, BLUE",Ea,MFG,Yes,,Medical Disposables/Classic
1-10141-0,JM-G2060B,"GOWN SURGICAL BLUE, X-LARGE, STERILE",Ea,MFG,Yes,,Medical Disposables/Classic
1-10470-0,JM-TH211-28,"THORACIC  DRAINAGE CATHETER SIZE:28,  CS\50",Ea,MFG,Yes,,Medical Disposables/Classic
1-10483-0,JM-Y1002TM,MASK TRACHEOSTOMY PEDIATRIC,Ea,MFG,No,,Medical Disposables/Classic
1-10488-0,JM-Y1003MB,"MASK OXYGEN ADULT, W/ OXYGEN BAG CS/50",Ea,MFG,Yes,,Medical Disposables/Classic
1-10489-0,JM-Y1003TM,MASK TRACHEOSTOMY ADULT,Ea,MFG,Yes,,Medical Disposables/Classic
1-10494-0,JM-Y2015D-1,"LARYNGEAL MASK, Size 1.5 DISPOSABLE, STERILE",Ea,MFG,No,,Medical Disposables/Classic
1-10524-0,JM-T4417,"TRAY TRACHEOSTOMY CARE, STERILE",Ea,MFG,No,,Medical Disposables/Classic
1-10547-0,JM-C2412NF,CATHETER NELATON FEMALE 12FR,Ea,MFG,No,,Medical Disposables/Classic
1-10586-0,JM-CF3416-5,"CATHETER FOLLEY, 2-WAY, SILICONE, 5-15mL, SIZE: 16 (SO31452)",Ea,MFG,Yes,,Medical Disposables/Classic
1-10188-0,JM-P23830,CAESARIAN PACK (SHEET-CAESARIAN),Ea,MFG,Yes,,Medical Disposables/Classic
1-10198-0,JM-B18012MF,STOPPER COMBI RED,Ea,MFG,Yes,,Medical Disposables/Classic
1-10218-0,JM-S2409-200,"IV SET 15DROPS, W/ CLAMP, ROTATING LUER LOCK, 200CM",Ea,MFG,Yes,,Medical Disposables/Classic
1-10227-0,JM-S2416-B60S,"IV SET with BURETTE 100ML 60DROPS/ML, 20/CS",Ea,MFG,No,,Medical Disposables/Classic
1-10260-0,JM-X2600-80,"TUBING EXTENSION SET 80 CM, 100/CS",Ea,MFG,No,,Medical Disposables/Classic
1-10340-0,JM-C2409-10-72T,CLOSED SUCTION CTHTR ADLT TRACHEOSTOMY 10FR (72HRS),Ea,MFG,Yes,,Medical Disposables/Classic
1-10345-0,JM-C2409-14-72E,CLOSED SUCTION CTHTR ADLT ET CONNECTOR 14FR (72HRS),Ea,MFG,Yes,,Medical Disposables/Classic
1-10362-0,JM-C2412RV,"CATHETER SUCTION WITH VACUM CONTROL, FR 12",Ea,MFG,No,,Medical Disposables/Classic
1-10379-0,JM-C2712,"MUCOUS EXTRACTOR - SIZE #12, 50/CS",Ea,MFG,No,,Medical Disposables/Classic
1-10388-0,JM-C3489,NASAL OXYGEN CANULLA PEDIATRIC N/ST. 50/CS,Ea,MFG,Yes,,Medical Disposables/Classic
1-10425-0,JM-ETP-107-50,"ENDOTRACHEAL TUBE  WITH CUFF MURPHY, CS/50",Ea,MFG,No,,Medical Disposables/Classic
1-10634-0,JM-BT1010,"BANDAGE TUBULAR STRETCH, SIZE: 10cm x 10Mtrs",Ea,MFG,No,,Medical Disposables/Classic
1-10667-0,JM-G0505-12NS,"SWAB GAUZE 5x5cm (2x2"") 12PLY, NON-STERILE, 100EA/PKT",Ea,MFG,No,,Medical Disposables/Classic
1-10680-0,JM-G1010-X1610,"GAUZE SPONGE XRAY DETECTABLE 4X4'' 16 PLY, 10ea/Pkt",Ea,MFG,No,,Medical Disposables/Classic
1-10020-0,JM-S2490-P,"YANKAUER TUBE SUCTION MINI SET, FINE TIP, PED., DISP/STRL.",Ea,MFG,Yes,,Medical Disposables/Classic
1-10059-0,JM-C2558-42,"FEEDING TUBE - SIZE 8FR, 42"" LENGTH",Ea,MFG,Yes,,Medical Disposables/Classic
1-10066-0,JM-C2566,STOMACH TUBE SIZE: 16FR CS/100,Ea,MFG,No,,Medical Disposables/Classic
1-10086-0,JM-C1020,"CAMERA COVER TRANSPARENT 15X240CM, STERILE",Ea,MFG,Yes,,Medical Disposables/Classic
1-10179-0,JM-P23535-2,ARTHROSCOPY PACK WITH FLUID CONTROL POUCH,Ea,MFG,No,,Medical Disposables/Classic
1-10981-0,JM-BTN1825,BANDAGE TUBULAR SIZE: 2CM * 25M - ELASTIC NET,Ea,MFG,No,,Medical Disposables/Classic
1-10988-0,JM-C2103W,"SHOE COVER - WHITE, DISPOSABLE, 100/BX, 6BX/CS",Ea,MFG,No,,Medical Disposables/Classic
1-11005-0,JM-C2555-38,"FEEDING TUBE NASO-GASTRIC PVC, SIZE: 5FG, LENGTH: 38"" (INCH)",Ea,MFG,No,,Medical Disposables/Classic
1-10011-0,JM-DIL-2,DISPOSABLE INNER LINER FOR SUCTION CANISTER Capacity:2Liters,Ea,MFG,No,,Medical Disposables/Classic
