SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
1240,4231151003700,"DRESSING, HYDRO CAPILLARY FOAM, NON-ADHESIVE, WITH IBUPROFEN, SIZE 10 X 10 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,34,923"
1241,4231151000100,"DRESSING, HYDRO CAPILLARY FOAM, NON-ADHESIVE, WITH IBUPROFEN SIZE 15 X 15 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,25,396"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
1242,4231151502100,"DRESSING, HYDROCOLLOID, SACRUM SHAPE, 16 X 18 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY
CARE)",EA,ITEMIZED,"78,160"
1243,4231151501800,"DRESSING, HYDROCOLLOID, THICK, 10 X 10 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"47,695"
1244,4231151500900,"DRESSING, HYDROCOLLOID, THICK, 15 X 15 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"42,637"
1245,4231151501900,"DRESSING, HYDROCOLLOID, THICK, 20 X 20 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"23,815"
1246,4231151502000,"DRESSING, HYDROCOLLOID, THIN, 2.5 X 5 CM (+/- 0.5), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"3,900"
1247,4231151502300,"DRESSING, HYDROCOLLOID, THIN, 5 X 5 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"57,397"
1248,4231151501000,"DRESSING, HYDROCOLLOID, THIN, 7.5 X 7.5 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"83,421"
1249,4231151502200,"DRESSING, HYDROCOLLOID, THIN, 10 X 10 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"4,03,215"
1250,4231151501500,"DRESSING, HYDROCOLLOID, THIN, 15 X 20 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"65,662"
1251,4231150502200,"DRESSING, HYDROCOLLOID, THIN, 20 X 20 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"65,264"
1252,4231151501600,"DRESSING, HYDROCOLLOID, THIN, 5 X NOT LESS THAN 20 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,02,885"
1253,4231150012300,"DRESSING, POLYURETHANE FOAM, ADHESIVE BORDER, CIRCULAR, CUTTING IN THE MIDDLE WITH A SIDE CUT FOR SECUREMENT THE TUBE, 7 X 7 CM (+/- 1 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,800
1254,4231151403800,"DRESSING, HYPERTONIC, CLEANSING WOUND, ABSORBS EXUDATES FOR INFECTED AND NON INFECTED WOUNDS, SIZE 5 X 5 CM (+/- 2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,13,951"
1255,4231151403600,"DRESSING, HYPERTONIC, CLEANSING WOUND, ABSORBS EXUDATES FOR INFECTED AND NON INFECTED WOUNDS, SIZE 10 X 10 CM (+/- 2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,08,256"
1256,4231151403700,"DRESSING, HYPERTONIC, CLEANSING WOUND, ABSORBS EXUDATES FOR INFECTED AND NON INFECTED WOUNDS, SIZE 2 X 100 (+/- 2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"57,930"
1257,4231151566500,"DRESSING, NON ADHERENT CONTACT LAYER, NANO-OLIGO SACCHARIDE FACTOR WITH NON OCCLUSIVE LIPIDO- COLLOID, SIZE 5X7 CM (+/- 1 CM), (WOUND AND OSTOMY)",PC,ITEMIZED,"2,500"
1258,4231151558300,"DRESSING, NON ADHERENT CONTACT LAYER, NANO-OLIGO SACCHARIDE FACTOR WITH NON OCCLUSIVE LIPIDO- COLLOID, SIZE 10X10 CM (+/- 2 CM), (WOUND AND OSTOMY)",PC,ITEMIZED,"8,000"
1259,4231151562400,"DRESSING, NON ADHERENT CONTACT LAYER, NANO-OLIGO SACCHARIDE FACTOR WITH NON OCCLUSIVE LIPIDO- COLLOID, SIZE 15X20 CM (+/- 2 CM), (WOUND AND OSTOMY)",PC,ITEMIZED,"3,000"
1260,4231151513200,"DRESSING, NON ADHERENT CONTACT LAYER, AMMONIUM POLYACRYLATE POLYMER, POLY-ABSORBENT FIBERS WITH LIPIDO-COLLOID, WITH SILVER, SIZE 6X6 CM (+/- 1 CM), (WOUND AND OSTOMY)",PC,ITEMIZED,"1,500"
1261,4231151550100,"DRESSING, NON ADHERENT CONTACT LAYER, AMMONIUM POLYACRYLATE POLYMER, POLY-ABSORBENT FIBERS WITH LIPIDO-COLLOID, WITH SILVER, SIZE 10X10 CM (+/- 2 CM), (WOUND AND OSTOMY)",PC,ITEMIZED,"10,000"
1262,4231151554200,"DRESSING, NON ADHERENT CONTACT LAYER, AMMONIUM POLYACRYLATE POLYMER, POLY-ABSORBENT FIBERS WITH LIPIDO-COLLOID, WITH SILVER, SIZE 15X15 CM (+/- 2 CM), (WOUND AND OSTOMY)",PC,ITEMIZED,800
1263,4231151521400,"DRESSING, NON ADHERENT CONTACT LAYER, SOFT SILICONE, SIZE 8 X 10 CM (+/- 2 CM), STERILE, (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"44,800"
1264,4111620004500,"DRESSING, NON ADHERENT CONTACT LAYER, SOFT SILICONE, SIZE 10 X 18 CM (+/- 2 CM), STERILE, (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"16,600"
1265,4231150502800,"DRESSING, GAUZE, IMPREGNATED IN PLAIN PARAFFIN, , NON-ADHERENT, SIZE 10 X 10 CM (+/- 1 CM), INDIVIDUALLY PACKED, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"36,73,087"
1266,4231152400900,"DRESSING, GAUZE, IMPREGNATED IN PLAIN PARAFFIN, , NON-ADHERENT, SIZE 10 X 40 CM (+/- 2 CM ), INDIVIDUALLY PACKED, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"3,03,577"
1267,4231152400800,"DRESSING, GAUZE, IMPREGNATED IN PLAIN PARAFFIN, , NON-ADHERENT, SIZE 15 CM X 2-2.5 MTR/ROLL, INDIVIDUALLY PACKED, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,80,000"
1268,4231152401600,"DRESSING, NON ADHERENT CONTACT LAYER, IMPREGNATED WITH PETROLATUM, KNITTED CELLULOSE ACETATE FABRIC, 8 X 8 (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"56,305"
1269,4231152401400,"DRESSING, NON ADHERENT CONTACT LAYER, IMPREGNATED WITH PETROLATUM, KNITTED CELLULOSE ACETATE FABRIC, 8 X 20 (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,59,587"
1270,4231152401500,"DRESSING, NON ADHERENT CONTACT LAYER, IMPREGNATED WITH PETROLATUM, KNITTED CELLULOSE ACETATE FABRIC, 8 X 40 (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,10,510"
1271,4231151302200,"DRESSING, NON ADHERENT CONTACT LAYER, IMPREGNATED WITH PETROLATUM, KNITTED CELLULOSE ACETATE FABRIC, 8 (+/- 2 CM) X 150 (+/- 10CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,160"
1272,4231154501800,"DRESSING, NON ADHERENT CONTACT LAYER, IMPREGNATED WITH POVIDONE IODINE, 5 X 5 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"3,31,484"
1273,4231151302300,"DRESSING, NON ADHERENT CONTACT LAYER, IMPREGNATED WITH POVIDONE IODINE, 10 X 10 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"8,19,490"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
1274,4231151302000,"DRESSING, NON ADHERENT CONTACT LAYER, COATED WITH MANUKA HONEY, SIZE 10 X 10 CM (+\-2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"59,780"
1275,4231151302100,"DRESSING, NON ADHERENT CONTACT LAYER, COATED WITH MANUKA HONEY, SIZE 10 X 20 CM (+\-2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,32,000"
1276,4231154506000,"DRESSING, NON ADHERENT CONTACT LAYER, WITH SILICONE, SIZE BIG TOE, DISPOSABLE, STERILE, (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"2,81,117"
1277,4231151525500,"DRESSING, NON ADHERENT CONTACT LAYER, WITH SILICONE, SIZE LARGE FINGER, DISPOSABLE, STERILE, (WOUND
AND OSTOMY CARE)",PC,ITEMIZED,"5,000"
1278,4231151529600,"DRESSING, NON ADHERENT CONTACT LAYER, WITH SILICONE, SIZE MEDIUM FINGER, DISPOSABLE, STERILE, (WOUND
AND OSTOMY CARE)",PC,ITEMIZED,"5,000"
1279,4231151533700,"DRESSING, NON ADHERENT CONTACT LAYER, WITH SILICONE, SIZE SMALL FINGER, DISPOSABLE, STERILE, (WOUND
AND OSTOMY CARE)",PC,ITEMIZED,"5,000"
1280,4231150518400,"DRESSING, NON ADHERENT CONTACT LAYER, WITH SILICONE, SIZE XL FINGER, DISPOSABLE, STERILE, (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"17,260"
1281,4231150010200,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FIVE LAYERS, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 7.5 X 7.5 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"1,42,800"
1282,4231150010100,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FIVE LAYERS, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 10 X 10 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"3,15,139"
1283,4231154613500,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FIVE LAYERS, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 15 X 15 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"1,15,780"
1284,4231151408400,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FIVE LAYERS, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 15 X 20 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"10,682"
1285,4231150011500,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FIVE LAYERS, OVAL SHAPE, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 8 X 10 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"2,500"
1286,4231150011300,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FIVE LAYERS, OVAL SHAPE, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 12 X 15 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"2,500"
1287,4231150011400,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FIVE LAYERS, OVAL SHAPE, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 15 X 20 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"2,500"
1288,4231150010400,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FOUR LAYERS, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICONE FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 5 X 5 CM (+\-1), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"11,650"
1289,4231150010000,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FOUR LAYERS, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICONE FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 5 X 12 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"80,240"
1290,4231150010300,"DRESSING, FLEXIBLE AND STRETCHABLE FOAM, FOUR LAYERS, ABSORBENT, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, WITH SOFT SILICONE FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 15 X 15 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE",EA,ITEMIZED,"17,392"
1291,4231151009300,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 7.5 X 7.5 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,90,357"
1292,4231150502100,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 5 X 12.5 CM (+\-0.5 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,07,682"
1293,4231150502000,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 10 X 10 CM (+\-2), DISPOSABLE, STERILE, ( WOUND AND OSTOMY CARE )",EA,ITEMIZED,"2,16,789"
1294,4231151012500,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 10 X 20 CM (+\-2), DISPOSABLE, STERILE, ( WOUND AND OSTOMY CARE )",EA,ITEMIZED,"2,98,951"
1295,4231151002400,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 10 X 30 CM (+\-2), DISPOSABLE, STERILE, ( WOUND AND OSTOMY CARE )",EA,ITEMIZED,"3,76,642"
1296,4231160706100,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 15 X 20 CM (+\-2), DISPOSABLE, STERILE, ( WOUND AND OSTOMY CARE )",EA,ITEMIZED,"2,42,495"
1297,4231151009400,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, ADHESIVE BORDER, PERMEABLE, SIZE 15 X 15 CM (+\-2), DISPOSABLE, STERILE, ( WOUND AND OSTOMY CARE )",EA,ITEMIZED,"2,53,315"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
1298,4231151000000,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, WITH SILVER, ADHESIVE BORDER, PERMEABLE, SIZE 10 X 10 CM (+\-2), DISPOSABLE, STERILE, ( WOUND AND OSTOMY CARE )",EA,ITEMIZED,"81,971"
1299,4231151019300,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, WITH SILVER, ADHESIVE BORDER, PERMEABLE, SIZE 15 X 15 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"6,225"
1300,4231151408600,"DRESSING, NOT LESS THAN FOUR LAYERS, ABSORBENT, WITH SOFT SILICON FOAM, WITH SILVER, ADHESIVE BORDER, PERMEABLE, SIZE 15 X 20 CM (+\-2), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"2,500"
1301,4231151001000,"DRESSING, NOT LESS THAN FIVE LAYERS, WITH SOFT SILICONE FOAM, ADHESIVE BORDER, ABSORBENT FIBER LAYER, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, HEEL SHAPE, THE FOAM SHOULD COVER HEEL AND MALLEOLUS, SIZE 23 X 25 (+/- 2 CM), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,86,679"
1302,4231151008500,"DRESSING, NOT LESS THAN FIVE LAYERS, WITH SOFT SILICONE FOAM, ADHESIVE BORDER, ABSORBENT FIBER LAYER, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, SACRUM SHAPE, SIZE 18 X 18 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"15,326"
1303,4231151002000,"DRESSING, NOT LESS THAN FIVE LAYERS, WITH SOFT SILICONE FOAM, ADHESIVE BORDER, ABSORBENT FIBER LAYER, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, SACRUM SHAPE, SIZE 23 X 23 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"90,960"
1304,4231151408700,"DRESSING, NOT LESS THAN FIVE LAYERS, WITH SOFT SILICONE SILVER FOAM, ADHESIVE BORDER, ABSORBENT FIBER LAYER, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, SACRUM SHAPE, SIZE 18 X 18 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"10,220"
1305,4231151505000,"DRESSING, NOT LESS THAN FIVE LAYERS, WITH SOFT SILICONE SILVER FOAM, ADHESIVE BORDER, ABSORBENT FIBER LAYER, LOCK IN EXUDATE UNDER COMPRESSION, WEAR TIME NOT LESS THAN 24 HOURS, SACRUM SHAPE, SIZE 23 X 23 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"71,185"
1306,4231151002300,"DRESSING, SOFT SILICONE FOAM SELF ADHESIVE, WITHOUT BORDER, 5 X 5 CM (+/-1 CM), DISPOSABLE, STERILE,
(WOUND AND OSTOMY CARE)",EA,ITEMIZED,"40,075"
1307,4231151019100,"DRESSING, SOFT SILICONE FOAM, SELF ADHESIVE, WITHOUT BORDER, 10 X 10 CM (+/-2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"54,270"
1308,4231151002200,"DRESSING, SOFT SILICONE FOAM, SELF ADHESIVE, WITHOUT BORDER, 15 X 15 CM (+/-2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,05,225"
1309,4231150504500,"DRESSING, SOFT SILICONE FOAM, SELF ADHESIVE, WITHOUT BORDER, 20 X 20 CM (+/-2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,25,300"
1310,4231151409000,"DRESSING, SOFT SILICONE FOAM, WITH SILVER, WITHOUT BORDER, SIZE 10 X 15 CM (+/- 2 CM), STERILE, (WOUND
AND OSTOMY CARE)",EA,ITEMIZED,"12,000"
1311,4231151401900,"DRESSING, SOFT SILICONE FOAM, WITH SILVER, WITHOUT BORDER, SIZE 15 X 30 CM (+/- 5 CM), STERILE, (WOUND
AND OSTOMY CARE)",EA,ITEMIZED,"13,680"
1312,4231151409100,"DRESSING, SOFT SILICONE FOAM, WITH SILVER, WITHOUT BORDER, SIZE 8 X 10 CM (+/- 2 CM), STERILE, (WOUND AND
OSTOMY CARE)",EA,ITEMIZED,"9,855"
1313,4231154507800,"PAD, FOAMLESS, WEB SHAPED CIRCULAR, WITH ONE METER FLEXIBLE THIN TUBE, CONNECTED TO THE OXYGEN GENERATOR AND PURIFIER, STERILE, DISPOSABLE, (1 MACHINE FREE OF CHARGE WITH EACH 90 PAD), (WOUND AND OSTOMY CARE)",PC,ITEMIZED,"3,840"
1314,4231151304200,"DRESSING, ACTIVE LEPTOSPERMUM, MANUKA HONEY (99%) TUBE SIZE NOT LESS THAN 20GM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"98,323"
1315,4231154001600,"DRESSING, MANUKA HONEY, WITH ALGINATE DRESSING, SIZE 5 X 5 CM (+/-1 CM), DISPOSABLE, STERILE, (WOUND
AND OSTOMY CARE)",EA,ITEMIZED,"4,86,380"
1316,4231154001700,"DRESSING, MANUKA HONEY, WITH ALGINATE, SIZE 12 X 12 CM (+/-2 CM ), DISPOSABLE, STERILE, ( WOUND AND
OSTOMY CARE )",PC,ITEMIZED,"1,250"
1317,4231240300100,"DRESSING, NYLON CLOTH, PURE METALLIC SILVER, AND 0.9% SILVER OXIDE, TO BE USED FOR 7 DAYS, SIZE 1 X 12 INCH, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"52,013"
1318,4231151404300,"DRESSING, NYLON CLOTH, PURE METALLIC SILVER, AND 0.9% SILVER OXIDE, TO BE USED FOR 7 DAYS, SIZE 10 X 10 CM (+\-2 CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"72,210"
1319,4231240300000,"DRESSING, NYLON CLOTH, PURE METALLIC SILVER, AND 0.9% SILVER OXIDE, TO BE USED FOR 7 DAYS, SIZE 26 X 25.5 INCH (+/- 2 INCH), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"39,871"
1320,4231240300200,"DRESSING, NYLON CLOTH, PURE METALLIC SILVER, AND 0.9% SILVER OXIDE, TO BE USED FOR 7 DAYS, SIZE 6 X 108 INCH (+/- 2 INCH), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"40,437"
1321,4231154503600,"DRESSING, ODOR CONTROL ACTIVATED CHARCOAL, COVERED WITH SLEEVE, SIZE 10 X 10 CM (+/-2 CM), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"9,849"
1322,4231152701800,"DRESSING, ODOR CONTROL ACTIVATED CHARCOAL, WITH SILVER, COVERED WITH SLEEVE, SIZE 10 X 10 CM (+/-2 CM), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,19,800"
1323,4231151404700,"DRESSING, ODOR CONTROL ACTIVATED CHARCOAL, WITH SILVER, COVERED WITH SLEEVE, SIZE 10 X 20 CM (+/-2 CM), STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"35,000"
1324,4229540605200,"DRESSING, POLYMERIC MEMBRANE, TRACHEOSTOMY CUT, WITH F 68 SPECIALIZED WOUND CLEANSER, GLYCERIN, PEDIATRIC, SIZE 7 X 7 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,59,366"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
1325,4229540605500,"DRESSING, POLYMERIC MEMBRANE, TRACHEOSTOMY CUT, WITH F 68 SPECIALIZED WOUND CLEANSER, GLYCERIN, ADULT, SIZE 9 X 9 CM, DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"52,000"
1326,4214000064600,"DRESSING, BREAST PADS, POLYMERIC MEMBRANE, NON-ADHESIVE, THERAPEUTIC, DIAMETER 6.5 (+/- 1CM) (WOUND
AND OSTOMY CARE)",EA,ITEMIZED,"2,108"
1327,4231154601800,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT SILVER PAD, FLEXIBLE AND STRETCHABLE PAD, SIZE 10 CM X 20 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"7,045"
1328,4231152700900,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT SILVER PAD, FLEXIBLE AND STRETCHABLE PAD, SIZE 10 CM X 25 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"31,615"
1329,4231150011100,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT SILVER PAD, FLEXIBLE AND STRETCHABLE PAD, SIZE 10 CM X 30 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"2,722"
1330,4231150009800,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT FLEXIBLE AND STRETCHABLE PAD, SIZE 6 CM X 8 CM (+/- 1CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"3,500"
1331,4231150009900,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT FLEXIBLE AND STRETCHABLE PAD, SIZE 10 CM X 10 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"4,800"
1332,4231150009700,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT FLEXIBLE AND STRETCHABLE PAD, SIZE 10 CM X 15 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"21,542"
1333,4231150009500,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT FLEXIBLE AND STRETCHABLE PAD, SIZE 10 CM X 20 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"1,28,122"
1334,4231150009600,"DRESSING, POSTOPERATIVE, TRANSPARENT WATERPROOF BORDER, WITH ABSORBENT FLEXIBLE AND STRETCHABLE PAD, SIZE 10 CM X 25 CM (+/- 2CM), DISPOSABLE, STERILE, (WOUND AND OSTOMY CARE)",EA,ITEMIZED,"13,520"
